item;classe;vetor
37;vicios_troca_garantia_pratica;[0.21848277747631073, 0.06105085089802742, -0.06232496351003647, 0.05118916556239128, -0.19380977749824524, 0.27677226066589355, 0.07067307084798813, 0.23249101638793945, -0.2542044222354889, -0.0007756155682727695, -0.49644744396209717, 0.1210290938615799, 0.05036338418722153, 0.4077197015285492, -0.17951148748397827, -0.21948502957820892, 0.03182980418205261, -0.4977468252182007, -0.2821705639362335, 0.043787844479084015, 0.021309591829776764, 0.0739639550447464, 0.02948429249227047, 0.3029216527938843, 0.31633517146110535, 0.06438171863555908, -0.2282869517803192, 0.1535923182964325, -0.18648269772529602, -0.2393125742673874, -0.1329650580883026, -0.0388466939330101, 0.09283874183893204, 0.07877099514007568, 0.09147556126117706, -0.039369530975818634, 0.198072150349617, -0.5168555974960327, 0.012045149691402912, 0.26841288805007935, 0.176782488822937, 0.011460112407803535, 0.3989906907081604, -0.2228943407535553, 0.186515212059021, 0.10383541136980057, 0.07811328768730164, 0.3109853267669678, 0.4745260179042816, -0.19800198078155518, -0.045990560203790665, -0.5926154255867004, -0.15505936741828918, 0.02981235831975937, 0.18505682051181793, 0.028383929282426834, -0.05153843015432358, 0.14046815037727356, -0.14804889261722565, 0.33358311653137207, 0.027494242414832115, 0.09698309004306793, -0.3863219618797302, 0.24286460876464844, 0.2727515697479248, 0.05777870863676071, 0.1515185683965683, -0.2577078938484192, -0.3631451725959778, 0.08783897757530212, -0.07090134173631668, -0.08894345164299011, -0.13464823365211487, -0.22444114089012146, 0.07635245472192764, 0.09243765473365784, 0.07235361635684967, -0.1456354856491089, 0.03410637378692627, -0.23486152291297913, 0.05247650295495987, -0.17227637767791748, -0.2642574608325958, 0.0565723180770874, -0.34451544284820557, 0.10416937619447708, -0.19906947016716003, -0.4137018620967865, 0.014390936121344566, -0.02921249344944954, -0.2857738733291626, 0.4292312264442444, 0.14610081911087036, -0.30726465582847595, 0.16704440116882324, -0.17483049631118774, -0.15121769905090332, 0.13198748230934143, -0.2147451490163803, -0.12030254304409027]
38;cumprimento_oferta_preco;[0.2819700837135315, 0.08384290337562561, -0.08495626598596573, 0.0704699456691742, -0.25238853693008423, 0.3617812693119049, 0.08642062544822693, 0.3012917637825012, -0.3344472348690033, 0.0020732323173433542, -0.6450177431106567, 0.16202303767204285, 0.0639362558722496, 0.5224026441574097, -0.23556314408779144, -0.2986033260822296, 0.036981746554374695, -0.6476420760154724, -0.36953866481781006, 0.05771183967590332, 0.03430228307843208, 0.10489118844270706, 0.04351266473531723, 0.3937495946884155, 0.42019757628440857, 0.0847553163766861, -0.30458152294158936, 0.1941845715045929, -0.24378401041030884, -0.3120863437652588, -0.17536695301532745, -0.05351635068655014, 0.11396707594394684, 0.11201485991477966, 0.13197444379329681, -0.05909493938088417, 0.25714993476867676, -0.6742664575576782, 0.01599004492163658, 0.35486745834350586, 0.2377248853445053, 0.01817408576607704, 0.5233150720596313, -0.2854343354701996, 0.2535199522972107, 0.13006369769573212, 0.0944894403219223, 0.40493953227996826, 0.6173918843269348, -0.2658414840698242, -0.06794072687625885, -0.775685727596283, -0.21211500465869904, 0.03921439126133919, 0.24065129458904266, 0.04086403548717499, -0.0679074227809906, 0.1849859207868576, -0.2006746232509613, 0.44360896944999695, 0.04927465692162514, 0.133294016122818, -0.5030369758605957, 0.3238171339035034, 0.3563045561313629, 0.06920167803764343, 0.19465334713459015, -0.3506278991699219, -0.46802935004234314, 0.12119106203317642, -0.0963427722454071, -0.11695721745491028, -0.17359142005443573, -0.29747697710990906, 0.10274407267570496, 0.12142733484506607, 0.10339439660310745, -0.19301651418209076, 0.049810174852609634, -0.3136909306049347, 0.08006197214126587, -0.22777938842773438, -0.3402084708213806, 0.07592112571001053, -0.4550825357437134, 0.13847817480564117, -0.2584243416786194, -0.5381765365600586, 0.019140932708978653, -0.04195007309317589, -0.3687153458595276, 0.5583492517471313, 0.1965259462594986, -0.3913254737854004, 0.21477319300174713, -0.23318488895893097, -0.19905473291873932, 0.17552487552165985, -0.27839455008506775, -0.14707061648368835]
39;cumprimento_oferta_preco;[0.25163546204566956, 0.07394726574420929, -0.07812060415744781, 0.0648878812789917, -0.22791831195354462, 0.32292303442955017, 0.07429047673940659, 0.2641984820365906, -0.29586663842201233, -0.0014157097321003675, -0.5714348554611206, 0.1409907191991806, 0.054498106241226196, 0.4628250002861023, -0.21106593310832977, -0.2628929615020752, 0.035409461706876755, -0.5753604769706726, -0.32711124420166016, 0.0499044805765152, 0.03165712580084801, 0.0954107940196991, 0.037652842700481415, 0.35121482610702515, 0.3699388802051544, 0.0777692049741745, -0.26645201444625854, 0.17180480062961578, -0.21826227009296417, -0.2770134210586548, -0.1568109095096588, -0.04749089479446411, 0.10099126398563385, 0.09911538660526276, 0.11675398051738739, -0.05514347553253174, 0.22932720184326172, -0.5959948301315308, 0.013707689940929413, 0.31678617000579834, 0.21196655929088593, 0.013947678729891777, 0.46717506647109985, -0.25442856550216675, 0.22044646739959717, 0.11601383984088898, 0.08513709902763367, 0.3596738874912262, 0.5486413836479187, -0.23882469534873962, -0.058374565094709396, -0.6920693516731262, -0.18871808052062988, 0.034068550914525986, 0.21350309252738953, 0.03600580617785454, -0.06213822215795517, 0.1682092249393463, -0.1780497282743454, 0.3922145962715149, 0.03957249969244003, 0.11625897884368896, -0.4454464316368103, 0.284631609916687, 0.3147181272506714, 0.05854930728673935, 0.17474913597106934, -0.30984196066856384, -0.4154675006866455, 0.10674198716878891, -0.08327572047710419, -0.10338859260082245, -0.15650272369384766, -0.26486679911613464, 0.0906374454498291, 0.1059773787856102, 0.09117842465639114, -0.17344839870929718, 0.04201251640915871, -0.2791389524936676, 0.0664612203836441, -0.200940802693367, -0.29976361989974976, 0.06641937792301178, -0.4036526083946228, 0.12335243076086044, -0.22789867222309113, -0.4819973111152649, 0.0166466124355793, -0.03588622063398361, -0.32607215642929077, 0.4974982738494873, 0.17289255559444427, -0.34881648421287537, 0.19091355800628662, -0.2075766623020172, -0.17752251029014587, 0.1572227030992508, -0.2433209866285324, -0.1284051239490509]
40;cumprimento_oferta_preco;[0.23732717335224152, 0.06824328750371933, -0.07179059088230133, 0.06111642345786095, -0.21663670241832733, 0.30593276023864746, 0.070245660841465, 0.25655892491340637, -0.28260520100593567, 0.001405002549290657, -0.5470972657203674, 0.13736841082572937, 0.055693209171295166, 0.44382333755493164, -0.1993226259946823, -0.25108784437179565, 0.03220004215836525, -0.5501719117164612, -0.31536242365837097, 0.04691744223237038, 0.028059281408786774, 0.09054055064916611, 0.034597594290971756, 0.3325962424278259, 0.3521646559238434, 0.07168933749198914, -0.25648072361946106, 0.16487984359264374, -0.20617835223674774, -0.26358336210250854, -0.14716854691505432, -0.04713604971766472, 0.09547033160924911, 0.09485965222120285, 0.11036194115877151, -0.05269310250878334, 0.21632187068462372, -0.5691476464271545, 0.016427649185061455, 0.3026106357574463, 0.20104528963565826, 0.01887521892786026, 0.44516047835350037, -0.24387075006961823, 0.2123207002878189, 0.11106336861848831, 0.08049597591161728, 0.34292927384376526, 0.522443950176239, -0.22614513337612152, -0.05563689395785332, -0.658198893070221, -0.18093840777873993, 0.03515132516622543, 0.20148296654224396, 0.03170374408364296, -0.053089212626218796, 0.15553082525730133, -0.1710423082113266, 0.3752933740615845, 0.038781385868787766, 0.11164021492004395, -0.4257221519947052, 0.2736417055130005, 0.3008331060409546, 0.05605161562561989, 0.16905845701694489, -0.29487624764442444, -0.3953592777252197, 0.101010762155056, -0.07766953110694885, -0.0993243083357811, -0.15083524584770203, -0.25416457653045654, 0.08534231781959534, 0.1018395945429802, 0.08738827705383301, -0.1637319177389145, 0.03993866965174675, -0.26276883482933044, 0.06794174760580063, -0.1924329400062561, -0.2886122167110443, 0.06315094977617264, -0.3855074942111969, 0.11746061593294144, -0.21986353397369385, -0.45898258686065674, 0.016956955194473267, -0.03575890138745308, -0.31524351239204407, 0.4720529615879059, 0.16652436554431915, -0.3300923705101013, 0.18108630180358887, -0.19999854266643524, -0.16560742259025574, 0.1492556631565094, -0.2349499613046646, -0.12483260780572891]
41;cumprimento_oferta_preco;[0.28914111852645874, 0.0838613510131836, -0.08626440912485123, 0.077632836997509, -0.260481059551239, 0.3699319660663605, 0.0868057832121849, 0.30799850821495056, -0.34178584814071655, 0.0013773067621514201, -0.6623491048812866, 0.1642073541879654, 0.06760147213935852, 0.535041868686676, -0.24416953325271606, -0.3079868257045746, 0.03800031170248985, -0.6676623821258545, -0.3821483850479126, 0.06358679383993149, 0.03410964831709862, 0.10504645854234695, 0.04405759647488594, 0.40657636523246765, 0.4270216226577759, 0.08704514056444168, -0.3105657398700714, 0.19962142407894135, -0.2517683207988739, -0.3218032121658325, -0.182183638215065, -0.05556531250476837, 0.11787876486778259, 0.11383182555437088, 0.13247881829738617, -0.061058446764945984, 0.2639722526073456, -0.6903751492500305, 0.017729396000504494, 0.36591091752052307, 0.2426041066646576, 0.018439391627907753, 0.537352979183197, -0.29451966285705566, 0.259075790643692, 0.13167506456375122, 0.10012233257293701, 0.42059361934661865, 0.637085497379303, -0.27385783195495605, -0.06805964559316635, -0.7979919910430908, -0.2195623517036438, 0.04344448447227478, 0.24543476104736328, 0.03815703094005585, -0.07058417797088623, 0.18928828835487366, -0.20732879638671875, 0.45624253153800964, 0.04529348760843277, 0.13477960228919983, -0.518902063369751, 0.33008432388305664, 0.36737725138664246, 0.06980717927217484, 0.20496788620948792, -0.35798728466033936, -0.4804656207561493, 0.12683656811714172, -0.09578698128461838, -0.11980102211236954, -0.1824033260345459, -0.3055448532104492, 0.10426589846611023, 0.12363922595977783, 0.10590805858373642, -0.19633689522743225, 0.049374762922525406, -0.32299816608428955, 0.07657838612794876, -0.23508001863956451, -0.34876522421836853, 0.08024802803993225, -0.46937820315361023, 0.14177033305168152, -0.2651634216308594, -0.5555126667022705, 0.023436272516846657, -0.0410858653485775, -0.3760869801044464, 0.5734968781471252, 0.20463205873966217, -0.4021724462509155, 0.2178262323141098, -0.239814892411232, -0.20240658521652222, 0.1827472597360611, -0.2846713066101074, -0.1565253585577011]
42;cumprimento_oferta_preco;[0.24849911034107208, 0.07181187719106674, -0.07305414974689484, 0.063485287129879, -0.22634460031986237, 0.31931689381599426, 0.07065635919570923, 0.26192420721054077, -0.2959149181842804, 0.00042833961197175086, -0.5715161561965942, 0.1443222016096115, 0.05918705835938454, 0.46737924218177795, -0.20824740827083588, -0.26521459221839905, 0.029588790610432625, -0.5759804248809814, -0.32837387919425964, 0.052600424736738205, 0.028094181790947914, 0.08840920776128769, 0.032652515918016434, 0.3533986806869507, 0.3664529025554657, 0.07544843852519989, -0.27014511823654175, 0.17369608581066132, -0.21652108430862427, -0.2772577404975891, -0.15949390828609467, -0.046303797513246536, 0.09726598113775253, 0.0981641635298729, 0.1152271032333374, -0.05476408824324608, 0.22996945679187775, -0.592782199382782, 0.013193189166486263, 0.3140740990638733, 0.2040867954492569, 0.014895222149789333, 0.46486344933509827, -0.2530119717121124, 0.22039858996868134, 0.11614499241113663, 0.08428406715393066, 0.3623392879962921, 0.5453218817710876, -0.23069293797016144, -0.06029484048485756, -0.6877892017364502, -0.18587911128997803, 0.037471260875463486, 0.2087581604719162, 0.03382791951298714, -0.06022702157497406, 0.16456764936447144, -0.1757279485464096, 0.39449402689933777, 0.041466664522886276, 0.1161588653922081, -0.4445037841796875, 0.2869125306606293, 0.31607604026794434, 0.05825642868876457, 0.17905007302761078, -0.305232435464859, -0.4165481626987457, 0.11305329203605652, -0.08346501737833023, -0.10440874844789505, -0.15690572559833527, -0.2645910680294037, 0.09008104354143143, 0.10521486401557922, 0.09145963937044144, -0.16972197592258453, 0.04185071960091591, -0.27488139271736145, 0.06931895762681961, -0.20375359058380127, -0.3053145706653595, 0.0700022354722023, -0.39956358075141907, 0.12385723739862442, -0.2283088117837906, -0.47899875044822693, 0.021571069955825806, -0.035493288189172745, -0.32708296179771423, 0.4943774938583374, 0.17480404675006866, -0.34795942902565, 0.1923254132270813, -0.20452862977981567, -0.1769086718559265, 0.15751418471336365, -0.24169589579105377, -0.134302020072937]
43;casos_presenciais_especificos;[0.2600545883178711, 0.07704858481884003, -0.07682794332504272, 0.06945113837718964, -0.2342052459716797, 0.3345901668071747, 0.07508326321840286, 0.27808696031570435, -0.309027761220932, 0.0009598267497494817, -0.5930638909339905, 0.15028636157512665, 0.06093750521540642, 0.48669615387916565, -0.22034981846809387, -0.27825814485549927, 0.03592934459447861, -0.6014233231544495, -0.3401338458061218, 0.05501146987080574, 0.03344672918319702, 0.09501850605010986, 0.03506547585129738, 0.3691771328449249, 0.3830828368663788, 0.07826559990644455, -0.28353533148765564, 0.17973147332668304, -0.2270887941122055, -0.2907986044883728, -0.16525958478450775, -0.05023893341422081, 0.10638713091611862, 0.10327013581991196, 0.11952459812164307, -0.05419910326600075, 0.2382553666830063, -0.6212873458862305, 0.01699654385447502, 0.3253588080406189, 0.216249480843544, 0.01737683080136776, 0.4852215647697449, -0.2616473138332367, 0.23054452240467072, 0.12058015167713165, 0.08982826769351959, 0.37813350558280945, 0.5699288845062256, -0.24361981451511383, -0.06225215643644333, -0.7200412750244141, -0.19519288837909698, 0.03858649730682373, 0.21953192353248596, 0.032693564891815186, -0.06316538155078888, 0.17198167741298676, -0.1836835891008377, 0.4110817015171051, 0.039702270179986954, 0.12288237363100052, -0.46567001938819885, 0.29876038432121277, 0.33057302236557007, 0.05857846513390541, 0.18438579142093658, -0.32142695784568787, -0.4340640902519226, 0.11771176010370255, -0.08528692275285721, -0.10832624137401581, -0.16202370822429657, -0.2768683135509491, 0.0929802730679512, 0.11350256949663162, 0.09674418717622757, -0.177587628364563, 0.04505323991179466, -0.2874109148979187, 0.06888962537050247, -0.21016837656497955, -0.3178892135620117, 0.06890524923801422, -0.42121338844299316, 0.12828217446804047, -0.23441694676876068, -0.5007850527763367, 0.020668810233473778, -0.0360669307410717, -0.34074634313583374, 0.515480101108551, 0.18173447251319885, -0.364356130361557, 0.19886033236980438, -0.2140980213880539, -0.1846243143081665, 0.1650703102350235, -0.2566097378730774, -0.1415547877550125]
44;casos_presenciais_especificos;[0.20632733404636383, 0.06124163791537285, -0.06119060516357422, 0.054049354046583176, -0.1860610991716385, 0.2650938928127289, 0.060725774616003036, 0.2177293747663498, -0.24308523535728455, 0.0015216514002531767, -0.469826340675354, 0.11602183431386948, 0.043973587453365326, 0.3878662586212158, -0.1737438291311264, -0.21689598262310028, 0.029245639219880104, -0.4724496006965637, -0.2694222927093506, 0.0428941436111927, 0.025354484096169472, 0.07656163722276688, 0.02866230346262455, 0.289490282535553, 0.3043527603149414, 0.059316717088222504, -0.22429540753364563, 0.14052657783031464, -0.17792093753814697, -0.22863715887069702, -0.13011564314365387, -0.0433989018201828, 0.08704584091901779, 0.08246608823537827, 0.09601681679487228, -0.04100678116083145, 0.18938761949539185, -0.4928743541240692, 0.015004237182438374, 0.2568385899066925, 0.17027771472930908, 0.012995469383895397, 0.3853479027748108, -0.2093883603811264, 0.18083491921424866, 0.0939221978187561, 0.0722082182765007, 0.29809561371803284, 0.4537886679172516, -0.1907058209180832, -0.048306167125701904, -0.5688000917434692, -0.15575474500656128, 0.03316351771354675, 0.17897658050060272, 0.025750689208507538, -0.049019429832696915, 0.13730311393737793, -0.14395485818386078, 0.3246043622493744, 0.03208915516734123, 0.09726761281490326, -0.3701401352882385, 0.23630230128765106, 0.2593180239200592, 0.04787127673625946, 0.14567339420318604, -0.25698089599609375, -0.3414834141731262, 0.09189804643392563, -0.0654928982257843, -0.08486369252204895, -0.1287112832069397, -0.21586860716342926, 0.0754411518573761, 0.0866507962346077, 0.07576596736907959, -0.13883250951766968, 0.03292073681950569, -0.22651062905788422, 0.05696156993508339, -0.16838005185127258, -0.25339606404304504, 0.053482357412576675, -0.3331200182437897, 0.10259770601987839, -0.18683822453022003, -0.3981162905693054, 0.013665265403687954, -0.02970690280199051, -0.2689112424850464, 0.4093024730682373, 0.14269140362739563, -0.2867106795310974, 0.15732227265834808, -0.167286217212677, -0.14536428451538086, 0.13288642466068268, -0.19872252643108368, -0.11128981411457062]
45;casos_presenciais_especificos;[0.16508027911186218, 0.04800645262002945, -0.04985307902097702, 0.04106637462973595, -0.1484239399433136, 0.21175429224967957, 0.04896695166826248, 0.1742977648973465, -0.19407744705677032, -0.0004002725181635469, -0.3769320845603943, 0.09187211096286774, 0.034990765154361725, 0.30847686529159546, -0.14038853347301483, -0.1739504635334015, 0.02236115373671055, -0.381075918674469, -0.219553142786026, 0.0330779068171978, 0.019055413082242012, 0.06223804131150246, 0.023978544399142265, 0.2312135398387909, 0.24230004847049713, 0.046774543821811676, -0.1796586662530899, 0.11446011811494827, -0.14305032789707184, -0.18506188690662384, -0.10717988759279251, -0.03668554872274399, 0.07018828392028809, 0.06501615792512894, 0.07801328599452972, -0.03154155984520912, 0.14875160157680511, -0.3935357630252838, 0.012163818813860416, 0.20396624505519867, 0.13684804737567902, 0.012876263819634914, 0.30720075964927673, -0.16617922484874725, 0.14446742832660675, 0.0748935341835022, 0.05787845328450203, 0.23925523459911346, 0.363341361284256, -0.1555267870426178, -0.039293523877859116, -0.45479699969291687, -0.12226275354623795, 0.0282738097012043, 0.14306284487247467, 0.021829500794410706, -0.038166701793670654, 0.10830827802419662, -0.115530826151371, 0.2600957751274109, 0.025265151634812355, 0.07571951299905777, -0.2988538444042206, 0.18928314745426178, 0.20807017385959625, 0.04163805767893791, 0.11590590327978134, -0.20434585213661194, -0.272881418466568, 0.07357911765575409, -0.05224530026316643, -0.06690624356269836, -0.1029973030090332, -0.17230264842510223, 0.06039072200655937, 0.06795579195022583, 0.05996140465140343, -0.11293616145849228, 0.02746240608394146, -0.18179868161678314, 0.04619146138429642, -0.1371307224035263, -0.2013671100139618, 0.04216694086790085, -0.2679519057273865, 0.0820397287607193, -0.14855754375457764, -0.31808778643608093, 0.012556483969092369, -0.025984052568674088, -0.2131803035736084, 0.3255589008331299, 0.11513812094926834, -0.2305867224931717, 0.12498952448368073, -0.13469476997852325, -0.11564406007528305, 0.10745390504598618, -0.15920083224773407, -0.08996223658323288]
46;casos_presenciais_especificos;[0.26519688963890076, 0.07763492316007614, -0.081163689494133, 0.0685921311378479, -0.24183574318885803, 0.34085986018180847, 0.0808524563908577, 0.2818969786167145, -0.3134787678718567, 0.00031583820236846805, -0.608558177947998, 0.15128067135810852, 0.06374125182628632, 0.49483710527420044, -0.22021803259849548, -0.2813865840435028, 0.036411434412002563, -0.6160956621170044, -0.35070058703422546, 0.055582139641046524, 0.030816813930869102, 0.09982217848300934, 0.03986426815390587, 0.3712194561958313, 0.3904707729816437, 0.07806853204965591, -0.28507140278816223, 0.18367528915405273, -0.2287241518497467, -0.2992980480194092, -0.16718636453151703, -0.05403599888086319, 0.11053366959095001, 0.10676456987857819, 0.12176178395748138, -0.05442281812429428, 0.24078227579593658, -0.6352055072784424, 0.019142569974064827, 0.3369821012020111, 0.22297468781471252, 0.019914928823709488, 0.4950752556324005, -0.2700779438018799, 0.23676110804080963, 0.12165866792201996, 0.09249341487884521, 0.38631683588027954, 0.5861103534698486, -0.2505524754524231, -0.0633292868733406, -0.73685622215271, -0.20312727987766266, 0.04210345074534416, 0.22781658172607422, 0.03327019140124321, -0.060431815683841705, 0.17462721467018127, -0.19048696756362915, 0.4205785393714905, 0.040103018283843994, 0.12018418312072754, -0.47758209705352783, 0.30825284123420715, 0.33755582571029663, 0.06280706822872162, 0.1890789419412613, -0.32779553532600403, -0.4403195083141327, 0.11532003432512283, -0.08731189370155334, -0.1103869378566742, -0.16817785799503326, -0.28072068095207214, 0.09866119176149368, 0.11288455873727798, 0.09753198176622391, -0.1802913099527359, 0.043941594660282135, -0.29237931966781616, 0.07115226238965988, -0.2200653851032257, -0.32243725657463074, 0.06797477602958679, -0.43062660098075867, 0.13059614598751068, -0.24442169070243835, -0.5139846801757812, 0.02016884833574295, -0.04154067859053612, -0.3478730320930481, 0.5279968976974487, 0.18777765333652496, -0.37314096093177795, 0.202340230345726, -0.21835249662399292, -0.1853703111410141, 0.1666853278875351, -0.26483389735221863, -0.1439591944217682]
47;fora_escopo_procon;[0.22913096845149994, 0.07006185501813889, -0.06555776298046112, 0.05715896561741829, -0.20695893466472626, 0.2967052459716797, 0.06746598333120346, 0.24464227259159088, -0.2688491642475128, -0.004402376711368561, -0.5253795981407166, 0.12920822203159332, 0.051453206688165665, 0.42803987860679626, -0.19452308118343353, -0.2399742305278778, 0.031999945640563965, -0.5255538821220398, -0.30172741413116455, 0.04469840228557587, 0.02954655885696411, 0.08560826629400253, 0.03163360059261322, 0.3224533796310425, 0.3377128541469574, 0.07359959185123444, -0.24441944062709808, 0.15968066453933716, -0.19379939138889313, -0.25443464517593384, -0.1433941274881363, -0.04681193083524704, 0.09156743437051773, 0.08790232986211777, 0.10250484198331833, -0.04633866995573044, 0.2080434113740921, -0.5425743460655212, 0.016637181863188744, 0.29064860939979553, 0.1916029006242752, 0.018162060528993607, 0.43096813559532166, -0.23497489094734192, 0.2090209573507309, 0.10443924367427826, 0.07942485064268112, 0.328451931476593, 0.49932998418807983, -0.21733936667442322, -0.053846780210733414, -0.6338146328926086, -0.1736721694469452, 0.031065206974744797, 0.1969250738620758, 0.030722763389348984, -0.055339254438877106, 0.15026336908340454, -0.16052845120429993, 0.3558017611503601, 0.03196939080953598, 0.11111227422952652, -0.4070633351802826, 0.26049771904945374, 0.2857763469219208, 0.05104508996009827, 0.16217631101608276, -0.28049686551094055, -0.38134071230888367, 0.10377050191164017, -0.07567030936479568, -0.09390963613986969, -0.13886713981628418, -0.24585533142089844, 0.07948864251375198, 0.10054238140583038, 0.08246468007564545, -0.15557733178138733, 0.04205765575170517, -0.24607448279857635, 0.06138937547802925, -0.18502815067768097, -0.2726649343967438, 0.058078840374946594, -0.3720257878303528, 0.10747317224740982, -0.20586995780467987, -0.44230735301971436, 0.013652392663061619, -0.03396055847406387, -0.3030995726585388, 0.45462465286254883, 0.15762370824813843, -0.31685560941696167, 0.17291508615016937, -0.1856650561094284, -0.16314144432544708, 0.1468837410211563, -0.22686658799648285, -0.12135408818721771]
